title,desc,date,datetime,link,img,media,site,log_date
Nucleus Research Announces Top Ten Predictions for 2024,,10 days ago,2023-10-12 19:22:10.229867,news.google.com/./articles/CBMicGh0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZS5jb20vbmV3cy9ob21lLzIwMjMxMDEyNjI1MjE3L2VuL051Y2xldXMtUmVzZWFyY2gtQW5ub3VuY2VzLVRvcC1UZW4tUHJlZGljdGlvbnMtZm9yLTIwMjTSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.businesswire.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Business Wire,,1698013327.342043
"IEA, OPEC predictions of 2024 oil demand growth diverge further",,10 days ago,2023-10-12 19:22:10.226185,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY29tbW9kaXRpZXMvaWVhLW9wZWMtcHJlZGljdGlvbnMtMjAyNC1vaWwtZGVtYW5kLWdyb3d0aC1kaXZlcmdlLWZ1cnRoZXItMjAyMy0xMC0xMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
Italy Significantly Loosens Its Fiscal Plans,,11 days ago,2023-10-11 19:22:10.228029,news.google.com/./articles/CBMiaGh0dHBzOi8vd3d3LmZpdGNocmF0aW5ncy5jb20vcmVzZWFyY2gvc292ZXJlaWducy9pdGFseS1zaWduaWZpY2FudGx5LWxvb3NlbnMtaXRzLWZpc2NhbC1wbGFucy0xMS0xMC0yMDIz0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.fitchratings.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Fitch Ratings,,1698013327.342043
IMF Lowers Russia’s 2024 GDP Growth Forecast,,11 days ago,2023-10-11 19:22:10.223191,news.google.com/./articles/CBMiXGh0dHBzOi8vd3d3LnRoZW1vc2Nvd3RpbWVzLmNvbS8yMDIzLzEwLzExL2ltZi1sb3dlcnMtcnVzc2lhcy0yMDI0LWdkcC1ncm93dGgtZm9yZWNhc3QtYTgyNzI00gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.themoscowtimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The Moscow Times,,1698013327.342043
"‘Limping’ Global Economy Will See Slower Growth In 2024, IMF Projects",,12 days ago,2023-10-10 19:22:10.220758,news.google.com/./articles/CBMidmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvcm9iZXJ0aGFydC8yMDIzLzEwLzEwL2xpbXBpbmctZ2xvYmFsLWVjb25vbXktd2lsbC1zZWUtc2xvd2VyLWdyb3d0aC1pbi0yMDI0LWltZi1wcm9qZWN0cy_SAXpodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3JvYmVydGhhcnQvMjAyMy8xMC8xMC9saW1waW5nLWdsb2JhbC1lY29ub215LXdpbGwtc2VlLXNsb3dlci1ncm93dGgtaW4tMjAyNC1pbWYtcHJvamVjdHMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/NIjzR9QHtZJllEvJIVkODXFQ7_rbx1BMBXx2rNUbttjuu9YWLIp2_juQaI9jJ2rDtzi6snbZ=s0-h14-rp,Forbes,,1698013327.342043
Wichita's economic outlook continues to show signs of growth into ...,,17 days ago,2023-10-05 19:22:10.223713,news.google.com/./articles/CBMib2h0dHBzOi8vd3d3LmttdXcub3JnL3RoZS1yYW5nZS8yMDIzLTEwLTA1L3dpY2hpdGFzLWVjb25vbWljLW91dGxvb2stY29udGludWVzLXRvLXNob3ctc2lnbnMtb2YtZ3Jvd3RoLWludG8tMjAyNNIBeWh0dHBzOi8vd3d3LmttdXcub3JnL3RoZS1yYW5nZS8yMDIzLTEwLTA1L3dpY2hpdGFzLWVjb25vbWljLW91dGxvb2stY29udGludWVzLXRvLXNob3ctc2lnbnMtb2YtZ3Jvd3RoLWludG8tMjAyND9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.kmuw.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",KMUW,,1698013327.342043
U.S. faces stagflation risk in 2024: Eurasia Group economist,,18 days ago,2023-10-04 19:22:10.234427,news.google.com/./articles/CBMiW2h0dHBzOi8vYXNpYS5uaWtrZWkuY29tL0Vjb25vbXkvVS5TLi1mYWNlcy1zdGFnZmxhdGlvbi1yaXNrLWluLTIwMjQtRXVyYXNpYS1Hcm91cC1lY29ub21pc3TSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/iSV8NnY3b7ZoSGn8KgM9zouOqDBT4Hd4jslHZZeDI_i5FmxiHXtMcVPhrdhGELgQUZCSYAzu=s0-h14-rp,Nikkei Asia,,1698013327.342043
COLA Increase 2024: What day is the adjustment for next year being released?,,19 days ago,2023-10-03 19:22:10.228648,news.google.com/./articles/CBMiZGh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvdXMtbmV3cy9wZXJzb25hbC1maW5hbmNlLzIwMjMvMTAvMDMvNjUxYmYyMmVjYTQ3NDFlMTBkOGI0NTkxLmh0bWzSAWRodHRwczovL2FtcC5tYXJjYS5jb20vZW4vbGlmZXN0eWxlL3VzLW5ld3MvcGVyc29uYWwtZmluYW5jZS8yMDIzLzEwLzAzLzY1MWJmMjJlY2E0NzQxZTEwZDhiNDU5MS5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/iBPEwdzTGkYe3NC7JMGaOwunH0Iqis9R2cCPL8H-6ybKxZ4pQM5iBmLvLzVu96obz9_ENWVPOw=s0-h14-rp,Marca English,,1698013327.342043
Will the U.S. Get Hit With a Recession in 2024?,,19 days ago,2023-10-03 19:22:10.220758,news.google.com/./articles/CBMiVGh0dHBzOi8vd3d3LnZpc3VhbGNhcGl0YWxpc3QuY29tL3VuaXRlZC1zdGF0ZXMtcmVjZXNzaW9uLWluLTIwMjQtZWNvbm9taWMtZm9yZWNhc3RzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.visualcapitalist.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Visual Capitalist,,1698013327.342043
Q4 Stock Predictions: 3 Tech Funds Ready to Roar Into 2024,,20 days ago,2023-10-02 19:22:10.234427,news.google.com/./articles/CBMiXGh0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMy8xMC9xNC1zdG9jay1wcmVkaWN0aW9ucy0zLXRlY2gtZnVuZHMtcmVhZHktdG8tcm9hci1pbnRvLTIwMjQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/-r7BS8A3KZm5o4thF_AyGdlGY4GFzBrOwLFC8HZ2S3bE7tCbuS5qa1uwNoM_QVEhWKyIxpfmeCA=s0-h14-rp,InvestorPlace,,1698013327.342043
World Bank predicts slowdown in East Asia and Pacific economies ...,,20 days ago,2023-10-02 19:22:10.232426,news.google.com/./articles/CBMimQFodHRwczovL3d3dy5pbnZlc3RpbmcuY29tL25ld3MvZWNvbm9teS93b3JsZC1iYW5rLXByZWRpY3RzLXNsb3dkb3duLWluLWVhc3QtYXNpYS1hbmQtcGFjaWZpYy1lY29ub21pZXMtd2l0aC1jaGluYXMtZ3Jvd3RoLXJlYm91bmRpbmctaW4tMjAyMy05M0NILTMxODc2MTXSAaEBaHR0cHM6Ly9tLmludmVzdGluZy5jb20vbmV3cy9lY29ub215L3dvcmxkLWJhbmstcHJlZGljdHMtc2xvd2Rvd24taW4tZWFzdC1hc2lhLWFuZC1wYWNpZmljLWVjb25vbWllcy13aXRoLWNoaW5hcy1ncm93dGgtcmVib3VuZGluZy1pbi0yMDIzLTkzQ0gtMzE4NzYxNT9hbXBNb2RlPTE?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/QcpgKk3GVNPXPqqUASG77bB9XmEzW5reoedwYdDtcc9UHD7dAYJWHrVY98qN4IpOtKy1sQg7j0w=s0-h14-rp,Investing.com,,1698013327.342043
France Maintains Large 2024 Deficit Target in Slow Fiscal ...,,20 days ago,2023-10-02 19:22:10.232426,news.google.com/./articles/CBMiiAFodHRwczovL3d3dy5maXRjaHJhdGluZ3MuY29tL3Jlc2VhcmNoL3NvdmVyZWlnbnMvZnJhbmNlLW1haW50YWlucy1sYXJnZS0yMDI0LWRlZmljaXQtdGFyZ2V0LWluLXNsb3ctZmlzY2FsLWNvbnNvbGlkYXRpb24tcGxhbi0wMi0xMC0yMDIz0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.fitchratings.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Fitch Ratings,,1698013327.342043
Radio Ink Announces The Forecast 2024 Lineup,,20 days ago,2023-10-02 19:22:10.230389,news.google.com/./articles/CBMiTWh0dHBzOi8vcmFkaW9pbmsuY29tLzIwMjMvMTAvMDIvcmFkaW8taW5rLWFubm91bmNlcy10aGUtZm9yZWNhc3QtMjAyNC1saW5ldXAv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://radioink.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Radio Ink,,1698013327.342043
EU Lowers 2023-2024 Economic Forecasts,,Sep 11,,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvZXUtbG93ZXJzLTIwMjMtMjAyNC1lY29ub21pYy1mb3JlY2FzdHMvNzI2MzA4My5odG1s0gFPaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL2V1LWxvd2Vycy0yMDIzLTIwMjQtZWNvbm9taWMtZm9yZWNhc3RzLzcyNjMwODMuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/j-l1APd3QQ-0Mwq0igDckh1yBMcexx5zY8fCe7JtcrU3pugJsd2zCfDLEkwsGByS8W25hYRi1g2-POLUUrAdhUaKKr5EGrpuYCr-RXqdJPRaaup1cl_WZALIA7JwM28HX4Og6YhiabLJGBmRld13ZkC2xZbGGCObLhWqV9kuO1WJISRMt_p0Nb7aO1cy=s0-h14-rp,Voice of America - VOA News,,1698013327.342043
Summer 2023 Economic Forecast: Easing growth momentum amid ...,,Sep 11,,news.google.com/./articles/CBMiQGh0dHBzOi8vZWMuZXVyb3BhLmV1L2NvbW1pc3Npb24vcHJlc3Njb3JuZXIvZGV0YWlsL2VuL2lwXzIzXzQ0MDjSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://ec.europa.eu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",European Commission,,1698013327.342043
EU Commission cuts euro zone growth forecast as Germany in ...,,Sep 11,,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL2V1LWNvbW1pc3Npb24tY3V0cy1ldXJvLXpvbmUtZ3Jvd3RoLWZvcmVjYXN0LWdlcm1hbnktcmVjZXNzaW9uLTIwMjMtMDktMTEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
"Fed keeps rates steady, toughens policy stance as 'soft landing ...",,Sep 20,,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvcmF0ZXMtYm9uZHMvZmVkLXByb2plY3Rpb25zLXNob3ctaWYtc29mdC1sYW5kaW5nLWlzLW5ldy1iYXNlbGluZS1vci1iYXNlbGVzcy0yMDIzLTA5LTIwL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
Federal Reserve signals fresh rate rise this year and fewer cuts in ...,,Sep 20,,news.google.com/./articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzYwMGJjZGUxLWYzMzUtNGIzNy1hZjkzLTUyZmU1NGJkZGY0YdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/281oPpXmEcGU9cV4N2LudyLEG2aBqbqG2iDoMoXUXKl-SWD4AUdO5652KVTGNmcduSWZB_7j=s0-h14-rp,Financial Times,,1698013327.342043
Fed Pauses Interest Rate Hikes Again—But Ups Long-Term Forecast,,Sep 20,,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZGVyZWtzYXVsLzIwMjMvMDkvMjAvZmVkLXBhdXNlcy1pbnRlcmVzdC1yYXRlLWhpa2VzLWFnYWluLWJ1dC11cHMtbG9uZy10ZXJtLWZvcmVjYXN0L9IBdmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZGVyZWtzYXVsLzIwMjMvMDkvMjAvZmVkLXBhdXNlcy1pbnRlcmVzdC1yYXRlLWhpa2VzLWFnYWluLWJ1dC11cHMtbG9uZy10ZXJtLWZvcmVjYXN0L2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/NIjzR9QHtZJllEvJIVkODXFQ7_rbx1BMBXx2rNUbttjuu9YWLIp2_juQaI9jJ2rDtzi6snbZ=s0-h14-rp,Forbes,,1698013327.342043
"Moody's lifts 2023 U.S. growth forecast, cuts China's for 2024",,Sep 1,,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvbW9vZHlzLWxpZnRzLTIwMjMtdXMtZ3Jvd3RoLWZvcmVjYXN0LWN1dHMtY2hpbmFzLTIwMjQtMjAyMy0wOS0wMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
US economic outlook: a cooler climate as the US economy enters Q4,,Sep 26,,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LnN3aXNzcmUuY29tL2luc3RpdHV0ZS9yZXNlYXJjaC9zaWdtYS1yZXNlYXJjaC9FY29ub21pYy1PdXRsb29rL3VzLWVjb25vbWljLW91dGxvb2stc2VwdGVtYmVyLTIwMjMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.swissre.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Swiss Re,,1698013327.342043
World Growth Outlook for 2024 Deteriorates as China Risks Rise,,Sep 13,,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LmZpdGNocmF0aW5ncy5jb20vcmVzZWFyY2gvc292ZXJlaWducy93b3JsZC1ncm93dGgtb3V0bG9vay1mb3ItMjAyNC1kZXRlcmlvcmF0ZXMtYXMtY2hpbmEtcmlza3MtcmlzZS0xMy0wOS0yMDIz0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.fitchratings.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Fitch Ratings,,1698013327.342043
Economists grow gloomier on 2024 as central banks delay rate cuts,,Sep 3,,news.google.com/./articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2E5YTQzMDFkLTViNmEtNDMyZS04NDllLTFmNWQ2ZTkwNGRhM9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/281oPpXmEcGU9cV4N2LudyLEG2aBqbqG2iDoMoXUXKl-SWD4AUdO5652KVTGNmcduSWZB_7j=s0-h14-rp,Financial Times,,1698013327.342043
"Russia hikes inflation forecast, sees much weaker rouble - economy ...",,Sep 12,,news.google.com/./articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL3J1c3NpYS1oaWtlcy1pbmZsYXRpb24tZm9yZWNhc3Qtc2Vlcy1tdWNoLXdlYWtlci1yb3VibGUtZWNvbm9teS1taW5pc3RyeS0yMDIzLTA5LTEyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
"China 2023 GDP growth forecast cut to 5.0%, 4.5% in 2024, Reuters ...",,Sep 11,,news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvYXNpYS9jaGluYS0yMDIzLWdkcC1ncm93dGgtZm9yZWNhc3QtY3V0LTUwLTQ1LTIwMjQtZWNvbm9taXN0cy0yMDIzLTA5LTEyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
"German GDP expected to contract 0.6% this year, economic ...",,Sep 28,,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL2dlcm1hbi1nZHAtZXhwZWN0ZWQtY29udHJhY3QtYnktMDYtdGhpcy15ZWFyLWVjb25vbWljLWluc3RpdHV0ZXMtMjAyMy0wOS0yOC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,1698013327.342043
C.A.R. releases its 2024 California Housing Market Forecast,,Sep 20,,news.google.com/./articles/CBMiXmh0dHBzOi8vd3d3LmNhci5vcmcvZW4vYWJvdXR1cy9tZWRpYWNlbnRlci9uZXdzcmVsZWFzZXMvMjAyMy1OZXdzLVJlbGVhc2VzLzIwMjRob3VzaW5nZm9yZWNhc3TSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.car.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",California Association of Realtors,,1698013327.342043
"U.S. will likely avert recession in 2024, bank economists say",,Sep 11,,news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LmFtZXJpY2FuYmFua2VyLmNvbS9uZXdzL3Utcy13aWxsLWxpa2VseS1hdmVydC1yZWNlc3Npb24taW4tMjAyNC1iYW5rLWVjb25vbWlzdHMtc2F50gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/t7IBM2L8O9-WdNRXVc9kDdf-xPjDRjOau28AnWuPDU3RBTesDMC-vpr6XhkBAh3cRZxetDCk=s0-h14-rp,American Banker,,1698013327.342043
