title,desc,date,datetime,link,img,media,site,log_date,subject
Case Study: How Should We Diversify Our Supply Chain?,,6 days ago,2023-10-16 19:56:39.670733,news.google.com/./articles/CBMiS2h0dHBzOi8vaGJyLm9yZy8yMDIzLzExL2Nhc2Utc3R1ZHktaG93LXNob3VsZC13ZS1kaXZlcnNpZnktb3VyLXN1cHBseS1jaGFpbtIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://hbr.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",HBR.org Daily,,1698015396.856535,supply chain war
Supply Chain Latest: Swiss Neutrality,,6 days ago,2023-10-16 19:56:39.666736,news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTEwLTE2L3N1cHBseS1jaGFpbi1sYXRlc3Qtc3dpc3MtbmV1dHJhbGl0edIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/NGEszdY4BPKjXpMWL2fgAHQasyKjNgr-yPt6p2ELILT6x6SV6gjNxJgplAAFTRD6-UhwMebPlA=s0-h14-rp,Bloomberg,,1698015396.856535,supply chain war
Israel-Hamas war risks further deglobalization and inflation,,7 days ago,2023-10-15 19:56:39.659476,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8xMC8xNS9lY29ub215L3N0b2Nrcy13ZWVrLWFoZWFkLWRlZ2xvYmFsaXphdGlvbi9pbmRleC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/8zdvTbISHUn-4iHkauW-_yQSGPD9BMrx9EWfqTIhiVm2YMYqhHC1HJWNDQoSOkMk0MRPYKxjIg=s0-h14-rp,CNN,,1698015396.856535,supply chain war
Israel-Hamas war highlights communication's role in Taiwan's ...,,9 days ago,2023-10-13 19:56:39.659476,news.google.com/./articles/CBMijQFodHRwczovL3d3dy5kaWdpdGltZXMuY29tL25ld3MvYTIwMjMxMDEyUEQyMDYvY29tbXVuaWNhdGlvbnMtc2F0ZWxsaXRlLWl0LWNvbXBvbmVudHMtcGVyaXBoZXJhbHMtdGFpd2FuLXN1cHBseS1jaGFpbi13aXJlbGVzcy1uZXR3b3JraW5nLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/x3szoScZv2ZZUrP552KYsHCCPd9OE7uerEIaECVYSMjrCVNPu_j4bIz1bXGPmX7hWGVK5Sta4w=s0-h14-rp,DIGITIMES,,1698015396.856535,supply chain war
Book Review: Chip War: The Fight for the World's Most Critical ...,,10 days ago,2023-10-12 19:56:39.674728,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5pbnRlcm5hdGlvbmFsYWZmYWlycy5vcmcuYXUvYXVzdHJhbGlhbm91dGxvb2svYm9vay1yZXZpZXctY2hpcC13YXItdGhlLWZpZ2h0LWZvci10aGUtd29ybGRzLW1vc3QtY3JpdGljYWwtdGVjaG5vbG9neS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.internationalaffairs.org.au&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Australian Institute of International Affairs,,1698015396.856535,supply chain war
3 stunning charts show how the world of gas-guzzling has changed—and hasn’t—since the trauma of the 1973 oil embargo,,10 days ago,2023-10-12 19:56:39.670733,news.google.com/./articles/CBMiT2h0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8xMC8xMi8xOTczLW9pbC1jcmlzaXMtNTAteWVhcnMtbGF0ZXItaGFtYXMtaXNyYWVsLXdhci_SAVNodHRwczovL2ZvcnR1bmUuY29tLzIwMjMvMTAvMTIvMTk3My1vaWwtY3Jpc2lzLTUwLXllYXJzLWxhdGVyLWhhbWFzLWlzcmFlbC13YXIvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/tFLb6M9by7fEPdctsE-5e-YDl6ecYOdDGEYTTC5krR3yydg4uRHaSorz2f0hHNyMWSHq20XBMw=s0-h14-rp,Fortune,,1698015396.856535,supply chain war
The Israel-Palestine Conflict Could ‘Lead to a Shift in the ...,,10 days ago,2023-10-12 19:56:39.666736,news.google.com/./articles/CBMiggFodHRwczovL3d3dy5zdXBwbHljaGFpbmJyYWluLmNvbS9hcnRpY2xlcy8zODI2NC10aGUtaXNyYWVsLXBhbGVzdGluZS1jb25mbGljdC1jb3VsZC1sZWFkLXRvLWEtc2hpZnQtaW4tdGhlLXRyYW5zcG9ydGF0aW9uLW9mLWdvb2Rz0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.supplychainbrain.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",SupplyChainBrain,,1698015396.856535,supply chain war
How rising conflict is reshuffling global supply chains,,10 days ago,2023-10-12 19:56:39.661472,news.google.com/./articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50Lzk4NzY2ZDNmLTY1YWQtNDFjMC04NGNjLTliNmUyNzU3YTE3Y9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/281oPpXmEcGU9cV4N2LudyLEG2aBqbqG2iDoMoXUXKl-SWD4AUdO5652KVTGNmcduSWZB_7j=s0-h14-rp,Financial Times,,1698015396.856535,supply chain war
Israel’s mobilization for Hamas war changes society,,10 days ago,2023-10-12 19:56:39.660468,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93b3JsZC8yMDIzLzEwLzEyL2lzcmFlbC1tb2JpbGl6YXRpb24tZ2F6YS13YXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/xkxhhmIcX17VMwusXl2s4VSgJXtQpnU43BCW3Xfi-Jrd-A05vsq0sfcc3cttfxac5dVc8Z2_CXc=s0-h14-rp,The Washington Post,,1698015396.856535,supply chain war
War in Israel to Impact Electronics Supply Chain,,11 days ago,2023-10-11 19:56:39.660468,news.google.com/./articles/CBMiUGh0dHBzOi8vZXBzbmV3cy5jb20vMjAyMy8xMC8xMS93YXItaW4taXNyYWVsLXRvLWltcGFjdC1lbGVjdHJvbmljcy1zdXBwbHktY2hhaW4v0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/uKO0LWDySvDVk4KuNECz4ZdRKFkIY4jcqqUf7t_LpagtWM2fVO2Rk63RL9vqesi1Ty08MJuF=s0-h14-rp,EPS News,,1698015396.856535,supply chain war
"The EU’s endless drug shortage, its fragile supply chains and the bizarre crab connection",,12 days ago,2023-10-10 19:56:39.671729,news.google.com/./articles/CBMibmh0dHBzOi8vdGhpbmsuaW5nLmNvbS9hcnRpY2xlcy93aHktdGhlcmUtaXMtbm8tZW5kLWluLXNpZ2h0LWZvci10aGUtZXUtZHJ1Zy1zaG9ydGFnZS1jcmFiLWNhcm9saW5hLWxhbC1waGFybWEv0gFxaHR0cHM6Ly90aGluay5pbmcuY29tL2FtcC9hcnRpY2xlL3doeS10aGVyZS1pcy1uby1lbmQtaW4tc2lnaHQtZm9yLXRoZS1ldS1kcnVnLXNob3J0YWdlLWNyYWItY2Fyb2xpbmEtbGFsLXBoYXJtYS8?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/WRCTQT811kmhe30R5fm_p1VV2V-WNWH50ggP6FSTY9ilqms6RKtnVV26xqOu_7VhzzBBl4Rk1wgqP2vZoncDyeXrX6tZr2Til1XEKYwY8CAB6BvkB1P-SoN3pQihXoiUrrzP76-276L73ezpF0uCxT1sMTcNYynlSiBTLkGI1OuTT4Mr1GZf2eGNg4vY=s0-h14-rp,ING Think,,1698015396.856535,supply chain war
Xpeng suspends supply chain boss for corruption probe,,12 days ago,2023-10-10 19:56:39.669731,news.google.com/./articles/CBMia2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTAvMTAvY2hpbmVzZS1ldi1tYWtlci14cGVuZy1zdXNwZW5kcy1zdXBwbHktY2hhaW4tdnAtYWZ0ZXItY29ycnVwdGlvbi1wcm9iZS5odG1s0gFvaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjMvMTAvMTAvY2hpbmVzZS1ldi1tYWtlci14cGVuZy1zdXNwZW5kcy1zdXBwbHktY2hhaW4tdnAtYWZ0ZXItY29ycnVwdGlvbi1wcm9iZS5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/UEQEAUAyUNeb8PjnoA90xCxg3IIQc2RWP_EJNe4ljoowvxl8nR62HAdD_NTXlOFzSv1HEHfC=s0-h14-rp,CNBC,,1698015396.856535,supply chain war
How prepared is Taiwan for a war with China?,,12 days ago,2023-10-10 19:56:39.665623,news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIzLzEwLzEwL2hvdy1wcmVwYXJlZC1pcy10YWl3YW4tZm9yLWEtd2FyLXdpdGgtY2hpbmHSAVlodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMjMvMTAvMTAvaG93LXByZXBhcmVkLWlzLXRhaXdhbi1mb3ItYS13YXItd2l0aC1jaGluYQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/l-Ps9rkWuApN8G3MB5uZC_a5G7iKCTITjMdpZFhm2rQf3U2M2Yr_KTYpzpmOPxDiUKgb9yN9ha8=s0-h14-rp,Al Jazeera English,,1698015396.856535,supply chain war
War in Israel disrupts global supply chain operations for Logistics Plus,,12 days ago,2023-10-10 19:56:39.660468,news.google.com/./articles/CBMihQFodHRwczovL3d3dy55b3VyZXJpZS5jb20vbmV3cy9wZW5uc3lsdmFuaWEtbmV3cy9lcmllLWNvdW50eS93YXItaW4taXNyYWVsLWRpc3J1cHRzLWdsb2JhbC1zdXBwbHktY2hhaW4tb3BlcmF0aW9ucy1mb3ItbG9naXN0aWNzLXBsdXMv0gGJAWh0dHBzOi8vd3d3LnlvdXJlcmllLmNvbS9uZXdzL3Blbm5zeWx2YW5pYS1uZXdzL2VyaWUtY291bnR5L3dhci1pbi1pc3JhZWwtZGlzcnVwdHMtZ2xvYmFsLXN1cHBseS1jaGFpbi1vcGVyYXRpb25zLWZvci1sb2dpc3RpY3MtcGx1cy9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/5jif7WaArrkZgBRLnV3U0n1NM5K0fCy7xsacc7FT4HTRpgcqbJQi2ZIY4x9wj3ZWWFH09CbEmNXYrz-3Y51smG_PR7WX47nv2ycAYwKDaz4EbrgBr-3ptDjnc3YMzYjej3xrveDS04Q6qUnQKOmqN3emnNgHsQLNaQDChAIGJpW-OGMzrHiBSwsRzIQW=s0-h14-rp,YourErie,,1698015396.856535,supply chain war
Will the Israel/Hamas War Disrupt Medtech Supply Chains?,,13 days ago,2023-10-09 19:56:39.664467,news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3Lm1kZGlvbmxpbmUuY29tL25ld3Mvd2lsbC1pc3JhZWxoYW1hcy13YXItZGlzcnVwdC1tZWR0ZWNoLXN1cHBseS1jaGFpbnPSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.mddionline.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Medical Device and Diagnostics Industry,,1698015396.856535,supply chain war
"Geopolitics, China and Russia: Why Supply Chain Managers ...",,13 days ago,2023-10-09 19:56:39.661472,news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LnNjbXIuY29tL2FydGljbGUvZ2VvcG9saXRpY3MtY2hpbmEtYW5kLXJ1c3NpYS13aHktc3VwcGx5LWNoYWluLW1hbmFnZXJzLXNob3VsZC1jYXJl0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.scmr.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Supply Chain Management Review,,1698015396.856535,supply chain war
Exposing Infection Techniques Across Supply Chains and Codebases,,17 days ago,2023-10-05 19:56:39.673723,news.google.com/./articles/CBMia2h0dHBzOi8vd3d3LnRyZW5kbWljcm8uY29tL2VuX3VzL3Jlc2VhcmNoLzIzL2ovaW5mZWN0aW9uLXRlY2huaXF1ZXMtYWNyb3NzLXN1cHBseS1jaGFpbnMtYW5kLWNvZGViYXNlcy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.trendmicro.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Trend Micro,,1698015396.856535,supply chain war
Unity of Command or Unity of Effort? Rethinking a Fundamental ...,,17 days ago,2023-10-05 19:56:39.667729,news.google.com/./articles/CBMiaGh0dHBzOi8vbXdpLndlc3Rwb2ludC5lZHUvdW5pdHktb2YtY29tbWFuZC1vci11bml0eS1vZi1lZmZvcnQtcmV0aGlua2luZy1hLWZ1bmRhbWVudGFsLXByaW5jaXBsZS1vZi13YXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://mwi.westpoint.edu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",West Point,,1698015396.856535,supply chain war
"Tech war: Taiwan's share in global semiconductor manufacturing supply chain to decline, while mainland China poised for gains, IDC report says",,17 days ago,2023-10-05 19:56:39.664467,news.google.com/./articles/CBMiS2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90ZWNoLXdhci10YWl3YW5zLXNoYXJlLWdsb2JhbC0wOTMwMDAzMjQuaHRtbNIBU2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL3RlY2gtd2FyLXRhaXdhbnMtc2hhcmUtZ2xvYmFsLTA5MzAwMDMyNC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/L57n4HUzUS8lNXBPYNGQScsyxaqqx42Nym3-tUk8NzkTvMsa95NhzEqC8KMqVPFpAFpCuPFdlA=s0-h14-rp,Yahoo Finance,,1698015396.856535,supply chain war
Office of the Governor | ICYMI,,18 days ago,2023-10-04 19:56:39.667729,news.google.com/./articles/CBMiPGh0dHBzOi8vd3d3Lm5qLmdvdi9nb3Zlcm5vci9uZXdzL25ld3MvNTYyMDIzLzIwMjMxMDA0Yi5zaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.nj.gov&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",NJ.gov,,1698015396.856535,supply chain war
Chief supply chain officers must also keep an eye on risk and ...,,19 days ago,2023-10-03 19:56:39.673723,news.google.com/./articles/CBMijAFodHRwczovL3d3dy5zdXBwbHljaGFpbnF1YXJ0ZXJseS5jb20vYXJ0aWNsZXMvODg5Ni1jaGllZi1zdXBwbHktY2hhaW4tb2ZmaWNlcnMtbXVzdC1hbHNvLWtlZXAtYW4tZXllLW9uLXJpc2stYW5kLWdlb3BvbGl0aWNzLWVkZ2UtcGFuZWwtc2F5c9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.supplychainquarterly.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",CSCMP's Supply Chain Quarterly,,1698015396.856535,supply chain war
Ukraine war is hurting Africa – time to take sides,,19 days ago,2023-10-03 19:56:39.662473,news.google.com/./articles/CBMiJWh0dHBzOi8vbmV3YWZyaWNhbm1hZ2F6aW5lLmNvbS8yOTk0OC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://newafricanmagazine.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",New African Magazine,,1698015396.856535,supply chain war
Ukraine's War of Drones Runs Into an Obstacle: China,,19 days ago,2023-10-03 19:56:39.662473,news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDkvMzAvdGVjaG5vbG9neS91a3JhaW5lLXJ1c3NpYS13YXItZHJvbmVzLWNoaW5hLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/tDFSwtr61ZReDD_jw6kEPWegHMSqGEHx-ZS_t-e10We-GfWEPVYkn0uLk_Vn8XQHg8wcnhMWmug=s0-h14-rp,The New York Times,,1698015396.856535,supply chain war
Countries' vulnerability to food supply disruptions caused by the ...,,19 days ago,2023-10-03 19:56:39.660468,news.google.com/./articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTk4LTAyMy00Mzg4My000gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.nature.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Nature.com,,1698015396.856535,supply chain war
7 pillars of value creation: Supply chain management and ...,,20 days ago,2023-10-02 19:56:39.663477,news.google.com/./articles/CBMib2h0dHBzOi8vd3d3LnByaXZhdGVlcXVpdHlpbnRlcm5hdGlvbmFsLmNvbS83LXBpbGxhcnMtb2YtdmFsdWUtY3JlYXRpb24tc3VwcGx5LWNoYWluLW1hbmFnZW1lbnQtYW5kLXByb2N1cmVtZW50L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/v3XNxsxgpf5RCBuRUA6yfaSGYJprMimCeredI3_FaepjKnktzUIhYPQy1yo4uzqZN2RNKpZ1=s0-h14-rp,Private Equity International,,1698015396.856535,supply chain war
"Zelenskyy: Russia is weaponizing food, energy and abducted children in its war against Ukraine",,Sep 19,,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5jbmJjLmNvbS8yMDIzLzA5LzE5L3plbGVuc2t5eS1ydXNzaWEtaXMtd2VhcG9uaXppbmctZm9vZC1lbmVyZ3ktYW5kLWFiZHVjdGVkLWNoaWxkcmVuLWluLWl0cy13YXItYWdhaW5zdC11a3JhaW5lLmh0bWzSAYUBaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjMvMDkvMTkvemVsZW5za3l5LXJ1c3NpYS1pcy13ZWFwb25pemluZy1mb29kLWVuZXJneS1hbmQtYWJkdWN0ZWQtY2hpbGRyZW4taW4taXRzLXdhci1hZ2FpbnN0LXVrcmFpbmUuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/UEQEAUAyUNeb8PjnoA90xCxg3IIQc2RWP_EJNe4ljoowvxl8nR62HAdD_NTXlOFzSv1HEHfC=s0-h14-rp,CNBC,,1698015396.856535,supply chain war
Russia's War on Ukraine Heats Up Great Power Competition in the ...,,Sep 27,,news.google.com/./articles/CBMie2h0dHBzOi8vd3d3Lmhlcml0YWdlLm9yZy9taWRkbGUtZWFzdC9jb21tZW50YXJ5L3J1c3NpYXMtd2FyLXVrcmFpbmUtaGVhdHMtZ3JlYXQtcG93ZXItY29tcGV0aXRpb24tdGhlLW1pZGRsZS1lYXN0LWFuZC1ub3J0aNIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.heritage.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Heritage.org,,1698015396.856535,supply chain war
