title,desc,date,datetime,link,img,media,site,log_date,subject
NATO Steps Up Baltic Sea Patrols After Damage to Subsea ...,,3 days ago,2023-10-19 20:24:15.968623,news.google.com/./articles/CBMibWh0dHBzOi8vbWFyaXRpbWUtZXhlY3V0aXZlLmNvbS9hcnRpY2xlL25hdG8tc3RlcHMtdXAtYmFsdGljLXNlYS1wYXRyb2xzLWFmdGVyLWRhbWFnZS10by1zdWJzZWEtaW5mcmFzdHJ1Y3R1cmXSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://maritime-executive.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The Maritime Executive,,1698017053.772119,infrastructure-vulnerabilities
Understanding the Difference Between Penetration Testing and ...,,3 days ago,2023-10-19 20:24:15.961583,news.google.com/./articles/CBMiemh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMTAvdW5kZXJzdGFuZGluZy10aGUtZGlmZmVyZW5jZS1iZXR3ZWVuLXBlbmV0cmF0aW9uLXRlc3RpbmctYW5kLXZ1bG5lcmFiaWxpdHktc2Nhbm5pbmcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/7iBoPfq_my7rpJVQB7ZKDDoeGIChZ2nZCXfnHa6_LXZQgxxW4VSKsm0rxLBltItYXsp27BQe=s0-h14-rp,Security Boulevard,,1698017053.772119,infrastructure-vulnerabilities
Cisco IOS XE Zero-Day: Network Supply Chain Vulnerabilities Underscore Lack of Threat Detection,,3 days ago,2023-10-19 20:24:15.961583,news.google.com/./articles/CBMihQFodHRwczovL3NlY3VyaXR5Ym91bGV2YXJkLmNvbS8yMDIzLzEwL2Npc2NvLWlvcy14ZS16ZXJvLWRheS1uZXR3b3JrLXN1cHBseS1jaGFpbi12dWxuZXJhYmlsaXRpZXMtdW5kZXJzY29yZS1sYWNrLW9mLXRocmVhdC1kZXRlY3Rpb24v0gGJAWh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMTAvY2lzY28taW9zLXhlLXplcm8tZGF5LW5ldHdvcmstc3VwcGx5LWNoYWluLXZ1bG5lcmFiaWxpdGllcy11bmRlcnNjb3JlLWxhY2stb2YtdGhyZWF0LWRldGVjdGlvbi9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/7iBoPfq_my7rpJVQB7ZKDDoeGIChZ2nZCXfnHa6_LXZQgxxW4VSKsm0rxLBltItYXsp27BQe=s0-h14-rp,Security Boulevard,,1698017053.772119,infrastructure-vulnerabilities
"Carollo launches technical practices for resilience, water management",,3 days ago,2023-10-19 20:24:15.961042,news.google.com/./articles/CBMijwFodHRwczovL3d3dy53YXRlcndvcmxkLmNvbS93YXRlci11dGlsaXR5LW1hbmFnZW1lbnQvcHJlc3MtcmVsZWFzZS8xNDMwMDQyNC9jYXJvbGxvLWxhdW5jaGVzLXRlY2huaWNhbC1wcmFjdGljZXMtZm9yLXJlc2lsaWVuY2Utd2F0ZXItbWFuYWdlbWVudNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/vz29lSbXfQQqfHSraYGemi9epYtIbGyogloruIus3_UkuRgvmFg4kmGM39alNmD_y9CtrFe8KqE=s0-h14-rp,WaterWorld Magazine,,1698017053.772119,infrastructure-vulnerabilities
The risks of phishing and improving cybersecurity,,4 days ago,2023-10-18 20:24:15.976711,news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LnBhcmt2aWV3LmNvbS9ibG9nL3RoZS1yaXNrcy1vZi1waGlzaGluZy1hbmQtaW1wcm92aW5nLWN5YmVyc2VjdXJpdHnSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.parkview.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Parkview Health,,1698017053.772119,infrastructure-vulnerabilities
The economic impact on the UK of a disruption to GNSS - Executive ...,,4 days ago,2023-10-18 20:24:15.975623,news.google.com/./articles/CBMirwFodHRwczovL3d3dy5nb3YudWsvZ292ZXJubWVudC9wdWJsaWNhdGlvbnMvcmVwb3J0LXRoZS1lY29ub21pYy1pbXBhY3Qtb24tdGhlLXVrLW9mLWEtZGlzcnVwdGlvbi10by1nbnNzL3RoZS1lY29ub21pYy1pbXBhY3Qtb24tdGhlLXVrLW9mLWEtZGlzcnVwdGlvbi10by1nbnNzLWV4ZWN1dGl2ZS1zdW1tYXJ50gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.gov.uk&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",GOV.UK,,1698017053.772119,infrastructure-vulnerabilities
Immediate patching of Weintek HMI flaws recommended,,4 days ago,2023-10-18 20:24:15.974625,news.google.com/./articles/CBMiVGh0dHBzOi8vd3d3LnNjbWFnYXppbmUuY29tL2JyaWVmL2ltbWVkaWF0ZS1wYXRjaGluZy1vZi13ZWludGVrLWhtaS1mbGF3cy1yZWNvbW1lbmRlZNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/wEsnbGsG7ruIkV4sDgAHy5oZEuGd40pS8ySzUBRy5TD6J712aA02YupyDm_SlMQPJVRx9x4FDw=s0-h14-rp,SC Media,,1698017053.772119,infrastructure-vulnerabilities
Proving API exploitability with Burp Collaborator,,4 days ago,2023-10-18 20:24:15.974625,news.google.com/./articles/CBMiWGh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMTAvcHJvdmluZy1hcGktZXhwbG9pdGFiaWxpdHktd2l0aC1idXJwLWNvbGxhYm9yYXRvci_SAVxodHRwczovL3NlY3VyaXR5Ym91bGV2YXJkLmNvbS8yMDIzLzEwL3Byb3ZpbmctYXBpLWV4cGxvaXRhYmlsaXR5LXdpdGgtYnVycC1jb2xsYWJvcmF0b3IvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/7iBoPfq_my7rpJVQB7ZKDDoeGIChZ2nZCXfnHa6_LXZQgxxW4VSKsm0rxLBltItYXsp27BQe=s0-h14-rp,Security Boulevard,,1698017053.772119,infrastructure-vulnerabilities
Exclusive: Ukraine says joint mission with US derailed Moscow's ...,,4 days ago,2023-10-18 20:24:15.973622,news.google.com/./articles/CBMiQ2h0dHBzOi8vdGhlcmVjb3JkLm1lZGlhL3VrcmFpbmUtaHVudC1mb3J3YXJkLXRlYW1zLXVzLWN5YmVyLWNvbW1hbmTSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/kviyyTbQQfx0n86zUiceIcZZUtdMH7aEuYSUVKeF7yV06uhbTDPU6z8JZrosWXBZ5Tagq4YOIA=s0-h14-rp,The Record from Recorded Future News,,1698017053.772119,infrastructure-vulnerabilities
Location unveiled for Government's £80m UK Telecoms Lab ...,,4 days ago,2023-10-18 20:24:15.973622,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LnRoZWJ1c2luZXNzZGVzay5jb20vd2VzdG1pZGxhbmRzL25ld3MvMjA3ODY2MC1zb2xpaHVsbC1hbm5vdW5jZWQtYXMtbG9jYXRpb24tZm9yLWdvdmVybm1lbnRzLXVrLXRlbGVjb21zLWxhYtIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.thebusinessdesk.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The Business Desk,,1698017053.772119,infrastructure-vulnerabilities
Citrix Netscaler patch for critical CVE bypassed by malicious hackers,,4 days ago,2023-10-18 20:24:15.973622,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3LmN5YmVyc2VjdXJpdHlkaXZlLmNvbS9uZXdzL2NpdHJpeC1uZXRzY2FsZXItcGF0Y2gtLWJ5cGFzc2VkLWhhY2tlcnMvNjk2OTc2L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/BqycVoIrQMuB2KkaLNlg3X_2j2h6p2dVKQWjMXFmjZv64KOhX-RxvbBElNk1FRlFWhkFCcSTRh4=s0-h14-rp,Cybersecurity Dive,,1698017053.772119,infrastructure-vulnerabilities
Lindy Cameron at Singapore International Cyber Week - NCSC ...,,4 days ago,2023-10-18 20:24:15.972624,news.google.com/./articles/CBMiRmh0dHBzOi8vd3d3Lm5jc2MuZ292LnVrL3NwZWVjaC9saW5keS1jYW1lcm9uLXNpbmdhcG9yZS1jeWJlci13ZWVrLTIwMjPSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.ncsc.gov.uk&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",National Cyber Security Centre,,1698017053.772119,infrastructure-vulnerabilities
Potential risks identified as part of East Longmeadow's hazard ...,,4 days ago,2023-10-18 20:24:15.971623,news.google.com/./articles/CBMiaGh0dHBzOi8vd3d3LnRoZXJlbWluZGVyLmNvbS9sb2NhbG5ld3MvZWFzdGxvbmdtZWFkb3cvcG90ZW50aWFsLXJpc2tzLWlkZW50aWZpZWQtYXMtcGFydC1vZi1lYXN0LWxvbmdtZWEv0gFvaHR0cHM6Ly93d3cudGhlcmVtaW5kZXIuY29tL2xvY2FsbmV3cy9lYXN0bG9uZ21lYWRvdy9wb3RlbnRpYWwtcmlza3MtaWRlbnRpZmllZC1hcy1wYXJ0LW9mLWVhc3QtbG9uZ21lYS9hbXAuaHRt?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.thereminder.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reminder Publications,,1698017053.772119,infrastructure-vulnerabilities
Mitigating Cloud Exploitation Risks At The Edge,,4 days ago,2023-10-18 20:24:15.970624,news.google.com/./articles/CBMiVGh0dHBzOi8vaW5mb3JtYXRpb25zZWN1cml0eWJ1enouY29tL21pdGlnYXRpbmctY2xvdWQtZXhwbG9pdGF0aW9uLXJpc2tzLWF0LXRoZS1lZGdlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://informationsecuritybuzz.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Information Security Buzz,,1698017053.772119,infrastructure-vulnerabilities
"WinRAR vulnerability under active exploitation, warns Google's ...",,4 days ago,2023-10-18 20:24:15.970624,news.google.com/./articles/CBMicWh0dHBzOi8vc2lsaWNvbmFuZ2xlLmNvbS8yMDIzLzEwLzE4L3dpbnJhci12dWxuZXJhYmlsaXR5LWFjdGl2ZS1leHBsb2l0YXRpb24td2FybnMtZ29vZ2xlcy10aHJlYXQtYW5hbHlzaXMtZ3JvdXAv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://siliconangle.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",SiliconANGLE News,,1698017053.772119,infrastructure-vulnerabilities
"FITC, IT experts advocate AI adoption against cyberthreats",,4 days ago,2023-10-18 20:24:15.970624,news.google.com/./articles/CBMibWh0dHBzOi8vYnVzaW5lc3NkYXkubmcvZmluYW5jaWFsLWluY2x1c2lvbi9hcnRpY2xlL2ZpdGMtaXQtZXhwZXJ0cy1hZHZvY2F0ZS1haS1hZG9wdGlvbi1hZ2FpbnN0LWN5YmVydGhyZWF0cy_SAXNodHRwczovL2J1c2luZXNzZGF5Lm5nL2ZpbmFuY2lhbC1pbmNsdXNpb24vYXJ0aWNsZS9maXRjLWl0LWV4cGVydHMtYWR2b2NhdGUtYWktYWRvcHRpb24tYWdhaW5zdC1jeWJlcnRocmVhdHMvP2FtcD0x?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/mmXcLiB7kJYgHOKHU6dhMJJP9ZxnjZ7gScNGOxKaqeMbgi79tONqvVsws-dFU18D2X4CsFzu=s0-h14-rp,Businessday,,1698017053.772119,infrastructure-vulnerabilities
Cracking the code on Cybersecurity Awareness: 173rd ...,,4 days ago,2023-10-18 20:24:15.964623,news.google.com/./articles/CBMijAFodHRwczovL3d3dy5hbmcuYWYubWlsL01lZGlhL0FydGljbGUtRGlzcGxheS9BcnRpY2xlLzM1NjA4NDQvY3JhY2tpbmctdGhlLWNvZGUtb24tY3liZXJzZWN1cml0eS1hd2FyZW5lc3MtMTczcmQtY29tbXVuaWNhdGlvbnMtZmxpZ2h0LWtlZXBzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.ang.af.mil&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",ang.af.mil,,1698017053.772119,infrastructure-vulnerabilities
Strengthening the backbone: the role of physical security,,4 days ago,2023-10-18 20:24:15.964623,news.google.com/./articles/CBMigwFodHRwczovL3d3dy50ZWNobm9sb2d5ZGVjaXNpb25zLmNvbS5hdS9jb250ZW50L3NlY3VyaXR5L2FydGljbGUvc3RyZW5ndGhlbmluZy10aGUtYmFja2JvbmUtdGhlLXJvbGUtb2YtcGh5c2ljYWwtc2VjdXJpdHktMTIzMDUxNzc0ONIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.technologydecisions.com.au&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Technology Decisions,,1698017053.772119,infrastructure-vulnerabilities
digital safeguarding - Digital Safeguarding: Protecting Industrial ...,,4 days ago,2023-10-18 20:24:15.963624,news.google.com/./articles/CBMiT2h0dHBzOi8vYmxvZy5pc2Eub3JnL2RpZ2l0YWwtc2FmZWd1YXJkaW5nLXByb3RlY3RpbmctaW5kdXN0cmlhbC1jb250cm9sLXN5c3RlbXPSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://blog.isa.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",isa.org,,1698017053.772119,infrastructure-vulnerabilities
